"value"
22.30519465
22.910997785
23.51680092
24.122604055
24.72840719
25.334210325
25.94001346
26.545816595
27.15161973
27.757422865
28.363226
29.01998425
29.6767425
30.33350075
30.990259
31.64701725
32.3037755
32.96053375
33.617292
34.27405025
34.9308085
35.659550955
36.38829341
37.117035865
37.84577832
38.574520775
39.30326323
40.032005685
40.76074814
41.489490595
42.21823305
43.061490565
43.90474808
44.748005595
45.59126311
46.434520625
47.27777814
48.121035655
48.96429317
49.807550685
50.6508082
51.460718675
52.27062915
53.080539625
53.8904501
54.700360575
55.51027105
56.320181525
57.130092
57.940002475
58.74991295
59.349889045
59.94986514
60.549841235
61.14981733
61.749793425
62.34976952
62.949745615
63.54972171
64.149697805
64.7496739
64.7945831
64.8394923
64.8844015
64.9293107
64.9742199
65.0191291
65.0640383
65.1089475
65.1538567
65.1987659
64.983773445
64.76878099
64.553788535
64.33879608
64.123803625
63.90881117
63.693818715
63.47882626
63.263833805
63.04884135
